Guide	Gene	ctrl_1	ctrl_2	ctrl_3	test_1	test_2	test_3
THAP10_+_71184741.23-P1P2_h5_Top5	THAP10	1343	1968	922	743	1053	283
GTF2A2_-_59949473.23-P1P2_h5_Top5	GTF2A2	1954	2827	1715	985	1567	387
ZNF136_+_12274156.23-P1P2_h5_Top5	ZNF136	1620	2205	1216	1157	1523	322
BRF2_-_37707179.23-P1P2_h5_Top5	BRF2	472	951	525	369	482	144
TNIP1_-_150460551.23-P1_h5_Top5	TNIP1	2020	3120	1748	1161	2103	468
CCDC71_+_49203738.23-P1P2_h5_Top5	CCDC71	1997	2913	1614	1256	2170	590
ZC3H6_+_113033187.23-P1P2_h5_Top5	ZC3H6	1425	2250	968	927	1250	304
ZKSCAN3_-_28317780.23-P1P2_h5_Top5	ZKSCAN3	1775	2279	1452	1184	1761	412
ETV3_-_157108084.23-P1P2_h5_Top5	ETV3	2719	3972	2324	1863	2324	544
GATA2_-_128206417.23-P2_h5_Top5	GATA2	1775	2227	1288	1131	1633	369
ZNF25_+_38265525.23-P1P2_h5_Top5	ZNF25	444	566	424	364	471	124
ZNF653_+_11616622.23-P1P2_h5_Top5	ZNF653	341	397	173	261	309	71
DNASE1L3_-_58196637.23-P1P2_h5_Top5	DNASE1L3	3198	5493	3150	2419	3482	946
ZNF432_+_52551894.23-P1P2_h5_Top5	ZNF432	753	1194	678	589	640	220
ZNF461_-_37157734.23-P1P2_h5_Top5	ZNF461	1561	2445	1386	1098	1485	469
MRFAP1L1_+_6711365.23-P1P2_h5_Top5	MRFAP1L1	1594	2292	1412	1064	1775	311
GMEB1_+_28995513.23-P1P2_h5_Top5	GMEB1	1024	1395	752	413	672	167
ZNF83_-_53141179.23-ENST00000301096.3,ENST00000536937.1,ENST00000544146.1,ENST00000545872.1_h5_Top5	ZNF83	2934	3984	2296	2067	2788	643
ZNF718_-_154742.23-ENST00000502662.1_h5_Top5	ZNF718	1884	2573	1311	1217	1994	389
NFKBIZ_-_101568817.23-P1_h5_Top5	NFKBIZ	3409	4150	2564	2147	2844	751
ZNF575_-_44037823.23-P1P2_h5_Top5	ZNF575	715	1026	613	486	557	112
POU3F1_+_38512244.23-P1P2_h5_Top5	POU3F1	1237	1888	995	746	1131	316
PRDM8_-_81119114.23-P1_h5_Top5	PRDM8	1964	2129	1510	1647	1810	478
PBX2_+_32157738.23-P1P2_h5_Top5	PBX2	1004	972	631	552	798	222
ASH1L_-_155532150.23-P1P2_h5_Top5	ASH1L	553	578	465	426	541	154
ZBTB18_+_244214677.23-P1P2_h5_Top5	ZBTB18	194	363	219	98	224	55
IRF5_-_128578252.23-P1_h5_Top5	IRF5	1760	2229	1838	1455	1954	500
ZNF630_-_47931000.23-P1P2_h5_Top5	ZNF630	634	1174	699	562	710	156
EXOSC6_-_70285609.23-P1P2_h5_Top5	EXOSC6	2142	2883	1707	1619	2152	461
GTF2A1_+_81687215.23-P1P2_h5_Top5	GTF2A1	326	512	239	135	280	66
ZNF511_+_135122504.23-P1P2_h5_Top5	ZNF511	597	895	600	388	478	195
ANKRD22_-_90611355.23-P1P2_h5_Top5	ANKRD22	1645	2275	1268	1026	1801	382
FOXS1_-_30432955.23-P1P2_h5_Top5	FOXS1	1576	2210	1253	1160	1657	408
ZSCAN23_+_28411198.23-P1P2_h5_Top5	ZSCAN23	1347	1970	1046	784	1080	307
IRX1_-_3596044.23-P1P2_h5_Top5	IRX1	2328	3899	1875	1801	2358	567
QARS_-_49141749.23-P1P2_h5_Top5	QARS	55	43	18	12	60	56
PURG_-_30890806.23-P1P2_h5_Top5	PURG	3113	4470	2615	2027	3169	703
RPF1_+_84944974.23-P1P2_h5_Top5	RPF1	9	24	13	5	27	2
ZNF319_-_58032344.23-P1_h5_Top5	ZNF319	1602	1726	1234	1166	1269	386
ZBTB7A_-_4065511.23-P2_h5_Top5	ZBTB7A	1064	2312	1167	992	1297	424
TLE6_+_2977601.23-P1P2_h5_Top5	TLE6	1799	2983	1496	1308	1457	421
CCNL2_-_1334458.23-P1P2_h5_Top5	CCNL2	3452	5140	2654	2177	3472	720
KANSL1L_-_211036103.23-P1P2_h5_Top5	KANSL1L	3853	6110	3513	2354	3814	930
NFIX_-_13134832.23-P2_h5_Top5	NFIX	1763	2858	1382	1163	1340	407
ZNF514_-_95824918.23-P2_h5_Top5	ZNF514	546	827	466	373	748	185
ZNF644_+_91487611.23-P1P2_h5_Top5	ZNF644	3442	4622	2427	2491	3747	747
IRX1_+_3596064.23-P1P2_h5_Top5	IRX1	1078	1504	717	1357	1372	378
ZNF98_-_22605127.23-P1P2_h5_Top5	ZNF98	2325	2994	1512	1006	1970	469
ECD_+_74927570.23-P1P2_h5_Top5	ECD	1633	2167	1233	994	1688	441
MTF2_-_93544848.23-P1P2_h5_Top5	MTF2	1470	1989	1505	1138	1524	394
FRMD5_+_44487439.23-P1P2_h5_Top5	FRMD5	1620	2467	1089	1155	1510	370
ZNF736_+_63774787.23-P1_h5_Top5	ZNF736	1369	2019	881	945	1141	268
ARX_+_25033652.23-P1_h5_Top5	ARX	752	960	727	559	674	134
SMARCD2_+_61920077.23-P1P2_h5_Top5	SMARCD2	1621	2250	967	870	1426	360
TFEC_+_115670669.23-P1P2_h5_Top5	TFEC	943	1278	470	620	725	188
CREBZF_+_85376123.23-P1P2_h5_Top5	CREBZF	1663	2325	1425	1167	1455	413
SARNP_-_56211113.23-P1P2_h5_Top5	SARNP	1143	1779	937	900	1101	301
MIER1_-_67390739.23-P1_h5_Top5	MIER1	1644	2046	1316	1089	1329	380
KAZALD1_+_102821238.23-P1P2_h5_Top5	KAZALD1	2168	2932	1439	1282	2234	398
LHX3_+_139094542.23-P1_h5_Top5	LHX3	114	113	100	46	75	18
SRSF5_-_70233906.23-P1P2_h5_Top5	SRSF5	1374	1985	860	941	1334	330
ZNF420_-_37569356.23-P1P2_h5_Top5	ZNF420	2112	3235	1793	1502	2225	607
CREG1_+_167522958.23-P1P2_h5_Top5	CREG1	2640	3766	1932	1647	2239	524
HIST2H2AA3_-_149814370.23-ENST00000369161.3_h5_Top5	HIST2H2AA3	1236	1667	999	913	1141	262
MED8_+_43855245.23-P1P2_h5_Top5	MED8	156	412	152	129	212	45
LZTR1_-_21336611.23-P1P2_h5_Top5	LZTR1	820	1210	734	320	587	183
ONECUT3_+_1753573.23-P1P2_h5_Top5	ONECUT3	3103	4608	2357	1965	2750	668
HAVCR1_-_156486094.23-P1P2_h5_Top5	HAVCR1	2308	3710	1816	1650	2208	529
ZNF256_+_58458657.23-P1P2_h5_Top5	ZNF256	1544	2001	1062	1084	1263	397
SNRPD1_+_19192673.23-P1P2_h5_Top5	SNRPD1	107	282	147	76	189	134
ZNF595_+_53274.23-P1_h5_Top5	ZNF595	2585	3712	1668	1863	2176	543
ZNF501_-_44771170.23-P1P2_h5_Top5	ZNF501	2570	3554	1806	1668	2134	577
RGS9_-_63133791.23-P1P2_h5_Top5	RGS9	151	307	84	83	194	21
ZNF423_-_49860880.23-ENST00000262383.2_h5_Top5	ZNF423	2399	3602	1970	1505	2345	575
CEACAM16_+_45205070.23-ENST00000405314.2_h5_Top5	CEACAM16	1173	1795	913	777	1052	246
ZNF23_-_71523155.23-P2_h5_Top5	ZNF23	2383	2929	2045	1508	2182	631
MTA3_+_42796206.23-P1P2_h5_Top5	MTA3	1063	1381	709	717	788	146
KDM4A_+_44116256.23-P1P2_h5_Top5	KDM4A	2261	2932	2000	1548	2156	630
HOXB8_-_46690800.23-P1_h5_Top5	HOXB8	1630	2102	1388	1020	1523	423
TCF24_-_67874801.23-P1P2_h5_Top5	TCF24	1537	2437	1311	1093	1605	413
SCAND3_+_28555053.23-P1P2_h5_Top5	SCAND3	2585	3586	2074	1891	2578	624
UTP6_-_30228341.23-P1P2_h5_Top5	UTP6	71	26	33	27	40	18
EN1_-_119605187.23-P1P2_h5_Top5	EN1	815	1053	625	534	716	228
ZNF180_-_45004532.23-P1P2_h5_Top5	ZNF180	1907	2234	1170	1199	1895	401
RBM45_-_178977472.23-P1P2_h5_Top5	RBM45	2455	4071	2192	1810	2923	659
DIAPH1_+_140998549.23-P1P2_h5_Top5	DIAPH1	559	909	543	388	696	166
UBN1_+_4897728.23-P1P2_h5_Top5	UBN1	4097	5714	2763	2743	3851	919
NOL12_+_38082332.23-P1P2_h5_Top5	NOL12	30	74	86	22	158	20
TCF19_+_31127334.23-P2_h5_Top5	TCF19	2666	3704	2375	2223	2402	679
ZNF592_+_85292056.23-P1P2_h5_Top5	ZNF592	2251	3939	2220	1750	2291	682
ELAVL2_+_23826307.23-P1_h5_Top5	ELAVL2	3061	4071	2512	2201	2747	743
RBM47_+_40632427.23-P1P2_h5_Top5	RBM47	1093	1473	1052	873	1029	217
ZNF587_+_58361571.23-ENST00000339656.5,ENST00000423137.1_h5_Top5	ZNF587	1188	1924	797	921	1036	269
ZNF329_-_58666453.23-P2_h5_Top5	ZNF329	1281	1538	1068	1127	1085	297
SOX18_-_62680978.23-P1P2_h5_Top5	SOX18	979	1448	628	656	1326	267
RWDD4_-_184579954.23-P1P2_h5_Top5	RWDD4	619	721	537	459	525	183
IGHMBP2_-_68671391.23-P1P2_h5_Top5	IGHMBP2	2477	3849	2195	2434	3304	868
ZNF562_-_9785728.23-P1P2_h5_Top5	ZNF562	2373	2832	1643	1772	2122	577
EBF1_-_158526868.23-P1P2_h5_Top5	EBF1	2427	3794	2160	1634	2298	607
CARHSP1_+_8962840.23-P1P2_h5_Top5	CARHSP1	1452	2661	1290	1062	1641	418
ZNF575_+_44037615.23-P1P2_h5_Top5	ZNF575	2940	3890	2051	2085	2545	698
SIX2_+_45236400.23-P1P2_h5_Supp5	SIX2	0	0	0	0	1	0
non-targeting_01278_h5_Top5	non-targeting	1789	3178	1806	1522	2095	522
SRSF12_+_89827398.23-P1P2_h5_Top5	SRSF12	3256	4489	2579	2542	2959	728
SIX5_-_46272450.23-P1P2_h5_Top5	SIX5	1516	2347	1263	951	1620	350
RBM28_-_127983855.23-P1P2_h5_Top5	RBM28	43	30	5	7	39	56
non-targeting_01151_h5_Top5	non-targeting	2295	3954	1978	1488	2690	477
ZNF440_-_11925482.23-P1P2_h5_Top5	ZNF440	2056	3026	1530	1314	2019	405
BRF2_-_37707385.23-P1P2_h5_Top5	BRF2	714	785	481	455	793	147
BPNT1_+_220263084.23-P1P2_h5_Top5	BPNT1	624	826	470	273	494	189
KIAA0922_+_154388221.23-P1P2_h5_Top5	KIAA0922	1352	1765	615	932	1240	285
ZNF578_+_52956842.23-P1P2_h5_Top5	ZNF578	1569	2565	1595	1288	1527	404
SOWAHD_+_118892551.23-P1P2_h5_Top5	SOWAHD	482	536	249	285	475	96
SSU72_-_1509959.23-P1P2_h5_Supp5	SSU72	10	11	28	3	3	0
SART3_+_108954530.23-P1P2_h5_Top5	SART3	2621	3442	2067	1659	2304	522
SSBP3_-_54871619.23-P1P2_h5_Top5	SSBP3	483	913	615	415	683	152
ILF2_+_153643443.23-P1P2_h5_Top5	ILF2	123	139	169	65	57	27
POGZ_+_151431542.23-P1P2_h5_Top5	POGZ	2305	2856	2108	1356	1808	552
ATN1_+_7037039.23-P1P2_h5_Top5	ATN1	4389	5640	3206	2865	4255	1030
DZIP1_+_96296915.23-P1P2_h5_Top5	DZIP1	171	198	82	122	123	24
FOXP2_+_114054772.23-ENST00000393494.2_h5_Top5	FOXP2	669	853	524	339	492	113
ZNF860_+_32023248.23-P1P2_h5_Top5	ZNF860	1410	2326	1128	742	1672	379
MED27_-_134954974.23-P1P2_h5_Top5	MED27	1023	1612	823	628	752	235
ZNF786_+_148787763.23-P1P2_h5_Top5	ZNF786	2363	3507	1765	1576	2063	575
NSA2_-_74063193.23-P1P2_h5_Top5	NSA2	427	525	419	309	432	128
ZSCAN9_+_28193071.23-P1P2_h5_Top5	ZSCAN9	2561	3841	2198	1620	2751	622
ZNF81_+_47696331.23-P1P2_h5_Top5	ZNF81	554	855	488	406	631	170
ZFP41_-_144329182.23-P1P2_h5_Top5	ZFP41	438	841	535	427	547	139
TSPYL4_-_116575224.23-P1P2_h5_Top5	TSPYL4	1393	2312	1085	1111	1593	335
TPRX1_-_48321885.23-ENST00000535759.1_h5_Top5	TPRX1	1140	1819	886	694	1053	227
KIAA1429_+_95565671.23-P1P2_h5_Top5	KIAA1429	2823	4239	2385	2012	3339	675
RBM17_+_6131072.23-P1P2_h5_Top5	RBM17	600	730	388	331	564	135
MYPOP_-_46405857.23-P1P2_h5_Top5	MYPOP	3763	5760	3181	2515	3947	917
EXOSC7_-_45017841.23-P1P2_h5_Top5	EXOSC7	31	91	106	24	113	51
BHLHE23_+_61637772.23-P1P2_h5_Top5	BHLHE23	2359	3158	1961	1543	2347	561
SRBD1_-_45838340.23-P1P2_h5_Top5	SRBD1	177	230	175	78	108	91
SIX6_+_60975983.23-P1P2_h5_Top5	SIX6	3640	4830	2751	2099	3143	802
CHURC1_+_65381194.23-P1P2_h5_Top5	CHURC1	3073	4177	2399	1801	2807	724
FOXD1_+_72744123.23-P1P2_h5_Top5	FOXD1	390	679	490	270	627	139
SKIDA1_+_21807090.23-P1_h5_Top5	SKIDA1	705	1121	635	631	621	149
MED20_+_41888837.23-P1P2_h5_Top5	MED20	251	614	216	207	319	41
CWF19L1_+_102027346.23-P1P2_h5_Top5	CWF19L1	1191	1636	899	704	1042	275
ZNF44_-_12405628.23-P1P2_h5_Top5	ZNF44	1017	1671	840	561	1260	272
AGGF1_+_76326229.23-P1P2_h5_Top5	AGGF1	1080	1681	1089	682	946	350
ZNF442_-_12476405.23-P1P2_h5_Top5	ZNF442	1845	1786	1334	1057	1458	380
ZNF14_+_19843890.23-P1P2_h5_Top5	ZNF14	1866	2366	1260	1482	1571	445
BHLHE22_-_65493007.23-P1P2_h5_Top5	BHLHE22	479	360	322	248	390	101
SF3B3_-_70558137.23-P1P2_h5_Top5	SF3B3	114	111	99	130	163	83
NAT14_-_55996972.23-P1P2_h5_Top5	NAT14	2760	3549	2116	1638	2530	636
ZNF470_-_57078933.23-P1P2_h5_Top5	ZNF470	3031	3896	2144	1839	2713	564
NARF_+_80416618.23-P1P2_h5_Top5	NARF	914	1035	803	628	881	177
RRP36_+_42989372.23-P1P2_h5_Top5	RRP36	246	263	223	196	262	53
RBFOX2_+_36424805.23-P1_h5_Top5	RBFOX2	1665	2125	1319	951	1608	295
NLE1_+_33469287.23-P1P2_h5_Top5	NLE1	74	279	59	60	101	53
LMX1B_+_129376444.23-P1P2_h5_Top5	LMX1B	1787	2393	1281	1369	1967	363
HIST1H2BD_+_26158764.23-P1P2_h5_Top5	HIST1H2BD	754	1022	550	518	583	169
ZNF302_+_35168667.23-P1P2_h5_Top5	ZNF302	1908	2561	1281	1170	1771	368
ZNF784_-_56135881.23-P1P2_h5_Top5	ZNF784	2071	3279	1570	1446	1940	404
HIST1H1T_-_26108374.23-P1P2_h5_Top5	HIST1H1T	1110	1958	1013	665	1023	321
RTF1_+_41709324.23-P1P2_h5_Top5	RTF1	2980	4008	2206	1666	3090	738
SORBS3_-_22423721.23-P1P2_h5_Top5	SORBS3	1438	2022	1070	1102	1357	342
FOXE3_+_47882039.23-P1P2_h5_Top5	FOXE3	1911	2461	1433	1248	1486	426
ZNF142_+_219524317.23-P1P2_h5_Top5	ZNF142	254	315	241	296	230	64
NRBF2_-_64893423.23-P1P2_h5_Top5	NRBF2	2577	3295	1940	1870	2509	527
ZFP36L1_+_69262743.23-P2_h5_Top5	ZFP36L1	1196	1443	807	766	713	112
ZBTB32_+_36204777.23-P1P2_h5_Top5	ZBTB32	494	933	306	380	532	112
PLEK2_-_67878514.23-P1P2_h5_Top5	PLEK2	1966	3370	1477	1454	1878	470
CEBPZ_+_37458694.23-P1P2_h5_Top5	CEBPZ	543	928	447	325	534	123
ALYREF_+_79849261.23-P1P2_h5_Top5	ALYREF	906	1363	753	470	981	148
TROVE2_-_193028774.23-P1P2_h5_Top5	TROVE2	635	1201	749	280	384	104
ZNF804B_+_88389001.23-P1P2_h5_Top5	ZNF804B	2766	4615	2253	1799	3226	671
NFIC_+_3359653.23-P2_h5_Top5	NFIC	1035	1758	918	664	1354	231
ANKRD49_-_94227181.23-P1P2_h5_Top5	ANKRD49	1020	1734	789	609	1246	288
CELF6_-_72612453.23-P1P2_h5_Top5	CELF6	2059	2851	1964	1607	2208	599
CPSF4L_+_71258148.23-P1P2_h5_Top5	CPSF4L	2186	2867	1533	1392	2025	436
ABI2_+_204193079.23-P1P2_h5_Top5	ABI2	2729	4053	2325	1243	2050	501
SF1_-_64546021.23-P1P2_h5_Top5	SF1	2403	2806	1529	1641	1915	508
ZNF736_-_63767882.23-P2_h5_Top5	ZNF736	1021	981	762	535	757	207
ZNF697_+_120190467.23-P1P2_h5_Top5	ZNF697	1767	2154	1125	1027	1541	293
ZNF423_+_49856522.23-ENST00000561648.1_h5_Top5	ZNF423	1395	1783	1292	988	1211	374
SEMA4A_-_156123639.23-P1P2_h5_Top5	SEMA4A	1984	2605	1523	950	1607	403
RBM4_-_66406629.23-P2_h5_Top5	RBM4	929	1281	615	633	840	210
TNRC6B_+_40441257.23-P1P2_h5_Top5	TNRC6B	1413	1536	832	961	1102	260
WBP4_-_41635726.23-P1P2_h5_Top5	WBP4	266	458	244	212	306	70
HNRNPR_+_23670299.23-P1P2_h5_Top5	HNRNPR	2598	3264	1979	2278	2844	720
RSL1D1_+_11945362.23-P1_h5_Top5	RSL1D1	94	43	35	26	17	3
TROVE2_-_193029206.23-P1P2_h5_Top5	TROVE2	1861	2280	1684	1327	1611	477
ZNF181_+_35225207.23-P1P2_h5_Top5	ZNF181	3528	6036	3129	2941	4176	1092
ZNF775_+_150076436.23-P1P2_h5_Top5	ZNF775	2144	3078	1530	1385	1801	487
DCAF6_+_167906311.23-P1P2_h5_Top5	DCAF6	716	1164	525	694	825	151
HIC2_-_21775367.23-P2_h5_Top5	HIC2	585	1213	622	426	548	166
HMGB4_-_34330065.23-P1P2_h5_Top5	HMGB4	1848	2166	1293	1465	1751	435
POU2F2_-_42636581.23-P1P2_h5_Top5	POU2F2	4819	5841	3488	3624	4407	1078
CPEB2_+_15005682.23-P2_h5_Top5	CPEB2	2367	3471	1887	1542	2360	575
FOSL2_+_28616426.23-P1P2_h5_Top5	FOSL2	1689	2764	1545	1287	2170	569
HMGN2_-_26798921.23-P1P2_h5_Top5	HMGN2	3704	5115	3128	2125	3013	798
KANSL1L_+_211036062.23-P1P2_h5_Top5	KANSL1L	3099	3819	2338	2135	2640	636
RBM12B_+_94753221.23-P1P2_h5_Top5	RBM12B	1725	2628	1069	1228	1551	330
RNPC3_-_104068890.23-P1P2_h5_Top5	RNPC3	69	129	20	81	76	10
ZHX1_-_124286107.23-P1P2_h5_Top5	ZHX1	1207	1208	595	701	886	202
PBX3_-_128509749.23-P1P2_h5_Top5	PBX3	908	1384	1020	516	982	308
NSUN5_+_72722753.23-P1P2_h5_Top5	NSUN5	2880	3795	2241	1873	2197	679
TLE2_-_3028969.23-P1P2_h5_Top5	TLE2	1091	1908	1032	871	1238	273
TEF_+_41763545.23-P2_h5_Top5	TEF	1154	1781	850	850	1321	186
IRF6_+_209979430.23-P1P2_h5_Top5	IRF6	1507	2318	1229	1233	1611	368
FOXP1_+_71633100.23-ENST00000318789.4_h5_Top5	FOXP1	2515	3945	1823	1616	2748	640
MXI1_-_111967446.23-P1_h5_Top5	MXI1	3809	5891	3370	2907	4143	1102
RPP40_+_5004259.23-P1P2_h5_Top5	RPP40	37	172	31	40	70	12
CCDC59_+_82752503.23-P1P2_h5_Top5	CCDC59	4547	6458	3187	2749	4301	899
DEPDC7_-_33037490.23-P1P2_h5_Top5	DEPDC7	1846	1991	1311	1154	1553	406
ZNF556_+_2867549.23-P1P2_h5_Top5	ZNF556	3445	5558	2996	2275	3468	889
NANOS2_-_46417579.23-P1P2_h5_Top5	NANOS2	3823	5381	3080	2393	3614	866
ZNF367_-_99180262.23-P1P2_h5_Top5	ZNF367	1950	3857	1843	1252	2166	613
YY2_+_21874791.23-P1P2_h5_Top5	YY2	1531	2119	1157	940	1413	372
ZNF536_-_30863362.23-P1P2_h5_Top5	ZNF536	1263	1463	810	792	960	267
MKX_+_28034680.23-P1_h5_Top5	MKX	2701	3442	1952	1854	2665	632
DVL2_+_7137813.23-P1P2_h5_Top5	DVL2	924	1147	409	592	871	143
ANKRD1_+_92680850.23-P1P2_h5_Top5	ANKRD1	2048	2349	1511	1454	1555	521
ZFR_+_32444327.23-P1P2_h5_Top5	ZFR	752	1604	736	548	903	215
SNRNP27_+_70121133.23-P1P2_h5_Top5	SNRNP27	83	200	94	53	106	21
ZNF284_+_44576488.23-ENST00000421176.3_h5_Top5	ZNF284	1250	2177	1174	984	1726	283
OSTF1_+_77703879.23-P1P2_h5_Top5	OSTF1	179	513	187	150	294	121
HOXC9_-_54394402.23-P1P2_h5_Top5	HOXC9	1578	2570	1398	1290	1432	414
ZC3HAV1_-_138794133.23-P1P2_h5_Top5	ZC3HAV1	219	395	145	122	302	53
FOXD3_-_63789882.23-P2_h5_Top5	FOXD3	245	236	202	87	217	36
ZNF253_-_19976741.23-P1P2_h5_Top5	ZNF253	1691	2532	1404	1131	1899	432
LHX4_-_180199484.23-P1P2_h5_Top5	LHX4	383	431	359	250	352	88
KCNH5_+_63512126.23-P1P2_h5_Top5	KCNH5	3759	5505	2753	1997	3123	720
SNRPB2_-_16710713.23-P1P2_h5_Top5	SNRPB2	644	794	445	467	537	128
ZSCAN22_-_58838414.23-P1P2_h5_Top5	ZSCAN22	1722	2616	1289	1078	1549	395
ORC4_+_148777897.23-P1P2_h5_Top5	ORC4	899	1434	939	704	914	224
NFKBIE_-_44233292.23-P1P2_h5_Top5	NFKBIE	730	1037	759	502	982	168
FAM83G_-_18907649.23-P1P2_h5_Top5	FAM83G	786	1125	497	564	796	162
CSTF1_-_54968015.23-P1P2_h5_Top5	CSTF1	207	347	121	120	283	30
RBMX2_-_129536016.23-P1P2_h5_Top5	RBMX2	23	63	39	28	59	8
SATB1_-_18466360.23-P1_h5_Top5	SATB1	1809	2434	1396	1281	1855	431
ZNF705A_-_8309688.23-P1P2_h5_Top5	ZNF705A	492	720	571	441	477	173
ZNF446_+_58987735.23-P1P2_h5_Top5	ZNF446	3347	5177	3313	1979	3189	782
ESF1_+_13763214.23-P2_h5_Top5	ESF1	51	77	68	29	93	24
TFIP11_+_26908218.23-P1P2_h5_Top5	TFIP11	1044	1346	703	630	932	195
ANKRD44_+_198051801.23-ENST00000450567.1_h5_Top5	ANKRD44	743	950	492	397	684	120
SRRM1_-_24969748.23-P1P2_h5_Top5	SRRM1	2962	4056	2379	2150	2843	744
GEMIN8_+_14048000.23-P1P2_h5_Top5	GEMIN8	446	609	634	235	455	140
ZNF135_+_58571056.23-P1P2_h5_Top5	ZNF135	1906	2449	1439	1223	1989	354
MED12_+_70338552.23-P1P2_h5_Top5	MED12	3840	5394	3117	1915	2977	759
MED7_+_156569709.23-P1P2_h5_Top5	MED7	993	1242	654	701	688	237
NKX2-8_-_37051586.23-P1P2_h5_Top5	NKX2-8	2169	3043	1493	1533	2034	401
C20orf194_-_3388222.23-P1P2_h5_Top5	C20orf194	2184	3022	2074	1609	2133	614
ZNF177_-_9435197.23-P1_h5_Top5	ZNF177	816	1118	381	630	1068	168
DHX38_-_72127714.23-P1P2_h5_Top5	DHX38	1065	1509	1069	891	1302	307
ZNF438_-_31320818.23-P1_h5_Top5	ZNF438	1942	2742	1574	1517	1957	376
BARHL2_+_91182286.23-P1P2_h5_Top5	BARHL2	1194	1609	1027	605	1116	278
HMGB3_-_150151849.23-P1P2_h5_Top5	HMGB3	752	1165	765	514	838	251
BOP1_+_145512867.23-P2_h5_Top5	BOP1	2130	3236	1866	1587	2262	582
SIM1_-_100912368.23-P1P2_h5_Top5	SIM1	2307	2949	1997	1648	2130	614
ZNF100_-_21950097.23-P1P2_h5_Top5	ZNF100	262	349	292	248	318	108
ZNF667_+_56988639.23-P1P2_h5_Top5	ZNF667	2313	2184	1626	1341	1712	474
DHX40_-_57643001.23-P1P2_h5_Top5	DHX40	1765	2416	1550	1437	1876	439
PTBP3_-_115095844.23-P1P2_h5_Top5	PTBP3	1951	2509	1353	1358	1725	561
RPP30_-_92631764.23-P1P2_h5_Top5	RPP30	600	706	378	408	448	166
ANKAR_-_190539475.23-P1P2_h5_Top5	ANKAR	3044	4348	2020	2018	3091	621
ZNF615_-_52511410.23-P1P2_h5_Top5	ZNF615	813	1362	954	597	926	266
CPSF4L_-_71258542.23-P1P2_h5_Top5	CPSF4L	240	272	209	155	275	57
UPF3B_-_118986948.23-P1P2_h5_Top5	UPF3B	577	723	281	253	498	94
NARFL_-_790564.23-P1P2_h5_Top5	NARFL	1699	2212	1122	1170	1460	379
COIL_+_55037952.23-P1P2_h5_Top5	COIL	582	877	520	450	650	96
STRBP_+_126030418.23-P1P2_h5_Top5	STRBP	2549	2585	1797	1438	1691	420
ATF7IP_-_14538334.23-P2_h5_Top5	ATF7IP	998	880	800	806	571	244
RBM3_-_48433314.23-P1P2_h5_Top5	RBM3	1213	1654	857	662	1127	291
ZNF2_+_95831965.23-P1P2_h5_Top5	ZNF2	1909	3177	1752	1463	2158	565
ZNF469_+_88493908.23-ENST00000437464.1_h5_Top5	ZNF469	715	932	382	421	530	136
PITX1_+_134369551.23-P1P2_h5_Top5	PITX1	659	760	501	354	610	121
SPI1_-_47399863.23-P1P2_h5_Top5	SPI1	2395	3241	1603	1645	2213	432
SPZ1_+_79616022.23-P1P2_h5_Top5	SPZ1	1061	1539	994	769	1315	327
ZNF808_+_53031012.23-P1_h5_Top5	ZNF808	2168	2475	1633	1201	1532	407
GCFC2_+_75937960.23-P1P2_h5_Top5	GCFC2	2810	3850	2135	2116	2921	644
SOHLH1_-_138590906.23-P1P2_h5_Top5	SOHLH1	2628	2611	1606	1542	1760	529
ZNF534_+_52932786.23-P1P2_h5_Top5	ZNF534	579	602	343	408	628	116
SOX30_+_157098431.23-P2_h5_Top5	SOX30	2556	3527	1870	1731	2712	585
MTHFSD_+_86588464.23-P1P2_h5_Top5	MTHFSD	485	526	420	332	508	96
SRSF6_-_42090036.23-P2_h5_Top5	SRSF6	1391	1650	1115	866	1285	315
MKI67IP_+_122494059.23-P1P2_h5_Top5	MKI67IP	1005	2180	1118	896	1245	394
SLC9C1_+_112012605.23-P1P2_h5_Top5	SLC9C1	590	464	330	244	308	94
ZNF789_+_99070635.23-P1P2_h5_Supp5	ZNF789	0	0	1	0	0	0
RBMX_-_135962895.23-P1P2_h5_Top5	RBMX	151	546	225	173	219	54
ZNF580_+_56152449.23-P1_h5_Top5	ZNF580	3375	4459	2967	2571	3154	789
GTF3C3_+_197664358.23-P1P2_h5_Top5	GTF3C3	54	48	32	2	5	5
HIVEP1_+_12012000.23-P1P2_h5_Top5	HIVEP1	2013	2884	1668	1371	2165	507
ZNF841_+_52598591.23-P1P2_h5_Top5	ZNF841	831	936	505	392	724	135
non-targeting_01253_h5_Top5	non-targeting	2683	3866	2490	2147	2628	801
CNOT7_+_17103977.23-P1P2_h5_Top5	CNOT7	1186	1802	895	756	1321	280
KLF15_+_126075769.23-P1P2_h5_Top5	KLF15	2219	2670	2057	1267	1720	496
MAP6_+_75379631.23-P1P2_h5_Top5	MAP6	3994	4776	2949	2696	3219	924
FEZF1_+_121944316.23-P1P2_h5_Top5	FEZF1	1216	1963	1151	940	1298	349
ZMAT2_-_140080084.23-P1_h5_Top5	ZMAT2	32	42	25	10	32	34
NANOS2_+_46417778.23-P1P2_h5_Top5	NANOS2	898	1404	901	616	974	262
NKX3-1_+_23540446.23-P1P2_h5_Top5	NKX3-1	1351	1692	1135	878	1355	252
